,X1,UnitCode,Year,Month,ParkName,RecreationVisits,Smoke,stdsmoke,Season,CatColS,CatColM
709,7081,DEVA,1990,2,Death Valley NP,71213,3.69E-09,0.606939129,Winter,DEVAWinter,DEVA02
710,7091,DEVA,1990,12,Death Valley NP,43005,3.91E-09,0.669619022,Winter,DEVAWinter,DEVA12
711,7101,DEVA,1991,10,Death Valley NP,83191,3.82E-09,0.64441583,Fall,DEVAFall,DEVA10
712,7111,DEVA,1992,8,Death Valley NP,69150,4.04E-09,0.709767526,Summer,DEVASummer,DEVA08
713,7121,DEVA,1993,6,Death Valley NP,79848,5.41E-09,1.103129952,Summer,DEVASummer,DEVA06
714,7131,DEVA,1994,4,Death Valley NP,116188,5.76E-09,1.204650418,Spring,DEVASpring,DEVA04
715,7141,DEVA,1995,2,Death Valley NP,74545,9.18E-10,-0.192519099,Winter,DEVAWinter,DEVA02
716,7151,DEVA,1995,12,Death Valley NP,53243,2.95E-09,0.393970647,Winter,DEVAWinter,DEVA12
717,7161,DEVA,1996,10,Death Valley NP,107685,4.82E-09,0.933623601,Fall,DEVAFall,DEVA10
718,7171,DEVA,1997,8,Death Valley NP,124865,5.26E-09,1.061434564,Summer,DEVASummer,DEVA08
719,7181,DEVA,1998,6,Death Valley NP,86607,6.65E-09,1.462960873,Summer,DEVASummer,DEVA06
720,7191,DEVA,1999,4,Death Valley NP,140531,6.58E-09,1.44089041,Spring,DEVASpring,DEVA04
721,7201,DEVA,2000,2,Death Valley NP,80507,3.81E-09,0.640881321,Winter,DEVAWinter,DEVA02
722,7211,DEVA,2000,12,Death Valley NP,71321,3.04E-09,0.421217406,Winter,DEVAWinter,DEVA12
723,7221,DEVA,2001,10,Death Valley NP,92709,5.12E-09,1.021208779,Fall,DEVAFall,DEVA10
724,7231,DEVA,2002,8,Death Valley NP,88906,7.36E-09,1.666010008,Summer,DEVASummer,DEVA08
725,7241,DEVA,2003,6,Death Valley NP,60105,9.91E-09,2.402825734,Summer,DEVASummer,DEVA06
726,7251,DEVA,2004,4,Death Valley NP,96662,8.98E-09,2.133650691,Spring,DEVASpring,DEVA04
727,7261,DEVA,2005,2,Death Valley NP,37201,2.14E-09,0.160955787,Winter,DEVAWinter,DEVA02
728,7271,DEVA,2005,12,Death Valley NP,50867,4.28E-09,0.778455341,Winter,DEVAWinter,DEVA12
729,7281,DEVA,2006,10,Death Valley NP,74215,4.20E-09,0.753883078,Fall,DEVAFall,DEVA10
730,7291,DEVA,2007,8,Death Valley NP,72478,5.53E-09,1.139812,Summer,DEVASummer,DEVA08
731,7301,DEVA,2008,6,Death Valley NP,65350,8.51E-09,1.997776065,Summer,DEVASummer,DEVA06
732,7311,DEVA,2009,4,Death Valley NP,68675,7.68E-09,1.757782668,Spring,DEVASpring,DEVA04
733,7321,DEVA,2010,2,Death Valley NP,79196,3.77E-09,0.630578841,Winter,DEVAWinter,DEVA02
734,7331,DEVA,2010,12,Death Valley NP,27043,2.67E-09,0.31202397,Winter,DEVAWinter,DEVA12
735,7341,DEVA,2011,10,Death Valley NP,50717,4.28E-09,0.778958623,Fall,DEVAFall,DEVA10
736,7351,DEVA,2012,8,Death Valley NP,116560,3.86E-09,0.6560413,Summer,DEVASummer,DEVA08
737,7361,DEVA,2013,6,Death Valley NP,74910,8.04E-09,1.861431093,Summer,DEVASummer,DEVA06
738,7371,DEVA,2014,4,Death Valley NP,107089,7.83E-09,1.801033656,Spring,DEVASpring,DEVA04
739,7381,DEVA,2015,2,Death Valley NP,75606,4.00E-09,0.696470729,Winter,DEVAWinter,DEVA02
740,7391,DEVA,2015,12,Death Valley NP,75991,5.59E-09,1.155320316,Winter,DEVAWinter,DEVA12
741,7401,DEVA,2016,10,Death Valley NP,110588,4.55E-09,0.855611803,Fall,DEVAFall,DEVA10
742,7411,DEVA,2017,8,Death Valley NP,172052,4.34E-09,0.795728797,Summer,DEVASummer,DEVA08
743,7421,DEVA,2018,6,Death Valley NP,110111,8.11E-09,1.881610564,Summer,DEVASummer,DEVA06
744,7431,DRTO,1980,4,Dry Tortugas NP,1171,1.07E-09,-0.147388781,Spring,DRTOSpring,DRTO04
745,7441,DRTO,1981,2,Dry Tortugas NP,732,4.65E-10,-0.32311427,Winter,DRTOWinter,DRTO02
746,7451,DRTO,1981,12,Dry Tortugas NP,523,2.24E-10,-0.392848246,Winter,DRTOWinter,DRTO12
747,7461,DRTO,1982,10,Dry Tortugas NP,586,1.61E-10,-0.411061066,Fall,DRTOFall,DRTO10
748,7471,DRTO,1983,8,Dry Tortugas NP,736,8.75E-10,-0.204805871,Summer,DRTOSummer,DRTO08
749,7481,DRTO,1984,6,Dry Tortugas NP,1172,9.73E-10,-0.17668404,Summer,DRTOSummer,DRTO06
750,7491,DRTO,1985,4,Dry Tortugas NP,1515,1.13E-09,-0.132221882,Spring,DRTOSpring,DRTO04
751,7501,DRTO,1986,2,Dry Tortugas NP,994,2.35E-10,-0.389737644,Winter,DRTOWinter,DRTO02
752,7511,DRTO,1986,12,Dry Tortugas NP,667,1.61E-10,-0.410860589,Winter,DRTOWinter,DRTO12
753,7521,DRTO,1987,10,Dry Tortugas NP,453,4.87E-10,-0.316790955,Fall,DRTOFall,DRTO10
754,7531,DRTO,1988,8,Dry Tortugas NP,2039,2.07E-09,0.139507666,Summer,DRTOSummer,DRTO08
755,7541,DRTO,1989,6,Dry Tortugas NP,1894,5.54E-09,1.14199007,Summer,DRTOSummer,DRTO06
756,7551,DRTO,1990,4,Dry Tortugas NP,2061,8.29E-10,-0.218048121,Spring,DRTOSpring,DRTO04
757,7561,DRTO,1991,2,Dry Tortugas NP,1846,2.41E-10,-0.387734072,Winter,DRTOWinter,DRTO02
758,7571,DRTO,1991,12,Dry Tortugas NP,729,1.66E-10,-0.409434078,Winter,DRTOWinter,DRTO12
759,7581,DRTO,1992,10,Dry Tortugas NP,1327,1.59E-10,-0.411495863,Fall,DRTOFall,DRTO10
760,7591,DRTO,1993,8,Dry Tortugas NP,2669,9.54E-10,-0.182005188,Summer,DRTOSummer,DRTO08
761,7601,DRTO,1994,6,Dry Tortugas NP,1899,1.87E-09,0.081016023,Summer,DRTOSummer,DRTO06
762,7611,DRTO,1995,4,Dry Tortugas NP,4524,1.03E-09,-0.159640534,Spring,DRTOSpring,DRTO04
763,7621,DRTO,1996,2,Dry Tortugas NP,2771,3.04E-10,-0.369743756,Winter,DRTOWinter,DRTO02
764,7631,DRTO,1996,12,Dry Tortugas NP,2666,2.40E-10,-0.388070506,Winter,DRTOWinter,DRTO12
765,7641,DRTO,1997,10,Dry Tortugas NP,2756,3.41E-10,-0.359108254,Fall,DRTOFall,DRTO10
766,7651,DRTO,1998,8,Dry Tortugas NP,5826,3.67E-09,0.602323019,Summer,DRTOSummer,DRTO08
767,7661,DRTO,1999,6,Dry Tortugas NP,8100,1.34E-09,-0.071354548,Summer,DRTOSummer,DRTO06
768,7671,DRTO,2000,4,Dry Tortugas NP,9201,1.87E-09,0.081334628,Spring,DRTOSpring,DRTO04
769,7681,DRTO,2001,2,Dry Tortugas NP,7178,2.33E-10,-0.39018106,Winter,DRTOWinter,DRTO02
770,7691,DRTO,2001,12,Dry Tortugas NP,4996,2.28E-10,-0.391612068,Winter,DRTOWinter,DRTO12
771,7701,DRTO,2002,10,Dry Tortugas NP,4696,4.39E-10,-0.33071289,Fall,DRTOFall,DRTO10
772,7711,DRTO,2003,8,Dry Tortugas NP,6586,2.78E-09,0.345812883,Summer,DRTOSummer,DRTO08
773,7721,DRTO,2004,6,Dry Tortugas NP,8202,5.52E-09,1.135841237,Summer,DRTOSummer,DRTO06
774,7731,DRTO,2005,4,Dry Tortugas NP,7440,1.67E-09,0.025418285,Spring,DRTOSpring,DRTO04
775,7741,DRTO,2006,2,Dry Tortugas NP,4142,5.80E-10,-0.289977328,Winter,DRTOWinter,DRTO02
776,7751,DRTO,2006,12,Dry Tortugas NP,5998,1.99E-10,-0.399929427,Winter,DRTOWinter,DRTO12
777,7761,DRTO,2007,10,Dry Tortugas NP,2468,2.87E-10,-0.374496284,Fall,DRTOFall,DRTO10
778,7771,DRTO,2008,8,Dry Tortugas NP,4011,7.60E-09,1.736622008,Summer,DRTOSummer,DRTO08
779,7781,DRTO,2009,6,Dry Tortugas NP,5271,3.97E-09,0.687643749,Summer,DRTOSummer,DRTO06
780,7791,DRTO,2010,4,Dry Tortugas NP,4785,1.54E-09,-0.012910164,Spring,DRTOSpring,DRTO04
781,7801,DRTO,2011,2,Dry Tortugas NP,4706,4.41E-10,-0.330157183,Winter,DRTOWinter,DRTO02
782,7811,DRTO,2011,12,Dry Tortugas NP,5477,2.51E-10,-0.384914572,Winter,DRTOWinter,DRTO12
783,7821,DRTO,2012,10,Dry Tortugas NP,2991,3.00E-10,-0.370833944,Fall,DRTOFall,DRTO10
784,7831,DRTO,2013,8,Dry Tortugas NP,5098,2.67E-09,0.312297655,Summer,DRTOSummer,DRTO08
785,7841,DRTO,2014,6,Dry Tortugas NP,4280,8.91E-09,2.113535812,Summer,DRTOSummer,DRTO06
786,7851,DRTO,2015,4,Dry Tortugas NP,7112,2.88E-09,0.373888,Spring,DRTOSpring,DRTO04
787,7861,DRTO,2016,2,Dry Tortugas NP,1313,4.33E-10,-0.332351873,Winter,DRTOWinter,DRTO02
788,7871,DRTO,2016,12,Dry Tortugas NP,6308,1.54E-10,-0.412854846,Winter,DRTOWinter,DRTO12
789,7881,DRTO,2017,10,Dry Tortugas NP,233,1.95E-09,0.106067027,Fall,DRTOFall,DRTO10
790,7891,DRTO,2018,8,Dry Tortugas NP,6484,6.66E-09,1.464469694,Summer,DRTOSummer,DRTO08
791,7901,EVER,1980,6,Everglades NP,37721,2.94E-09,0.390410698,Summer,EVERSummer,EVER06
792,7911,EVER,1981,4,Everglades NP,63246,6.75E-10,-0.262670366,Spring,EVERSpring,EVER04
793,7921,EVER,1982,2,Everglades NP,81665,2.44E-10,-0.387086763,Winter,EVERWinter,EVER02
794,7931,EVER,1982,12,Everglades NP,65915,1.20E-10,-0.422814427,Winter,EVERWinter,EVER12
795,7941,EVER,1983,10,Everglades NP,28780,2.06E-10,-0.398036912,Fall,EVERFall,EVER10
796,7951,EVER,1984,8,Everglades NP,28283,3.29E-09,0.492486992,Summer,EVERSummer,EVER08
797,7961,EVER,1985,6,Everglades NP,34807,1.99E-09,0.117755102,Summer,EVERSummer,EVER06
798,7971,EVER,1986,4,Everglades NP,98993,1.35E-09,-0.067336045,Spring,EVERSpring,EVER04
799,7981,EVER,1987,2,Everglades NP,107662,4.10E-10,-0.33906991,Winter,EVERWinter,EVER02
800,7991,EVER,1987,12,Everglades NP,87128,3.71E-10,-0.350280512,Winter,EVERWinter,EVER12
801,8001,EVER,1988,10,Everglades NP,49613,4.27E-10,-0.334164816,Fall,EVERFall,EVER10
802,8011,EVER,1989,8,Everglades NP,51713,1.98E-09,0.113245236,Summer,EVERSummer,EVER08
803,8021,EVER,1990,6,Everglades NP,46676,2.75E-09,0.337034603,Summer,EVERSummer,EVER06
804,8031,EVER,1991,4,Everglades NP,110235,1.18E-09,-0.115516493,Spring,EVERSpring,EVER04
805,8041,EVER,1992,2,Everglades NP,163917,1.25E-10,-0.421366278,Winter,EVERWinter,EVER02
806,8051,EVER,1992,12,Everglades NP,81536,2.30E-10,-0.390906883,Winter,EVERWinter,EVER12
807,8061,EVER,1993,10,Everglades NP,58058,1.64E-10,-0.410172617,Fall,EVERFall,EVER10
808,8071,EVER,1994,8,Everglades NP,47314,1.11E-09,-0.135772955,Summer,EVERSummer,EVER08
809,8081,EVER,1995,6,Everglades NP,46409,6.66E-09,1.464395362,Summer,EVERSummer,EVER06
810,8091,EVER,1996,4,Everglades NP,97373,1.18E-09,-0.117130757,Spring,EVERSpring,EVER04
811,8101,EVER,1997,2,Everglades NP,128164,3.44E-10,-0.358168629,Winter,EVERWinter,EVER02
812,8111,EVER,1997,12,Everglades NP,89715,2.05E-10,-0.398153165,Winter,EVERWinter,EVER12
813,8121,EVER,1998,10,Everglades NP,72328,3.68E-10,-0.351272963,Fall,EVERFall,EVER10
814,8131,EVER,1999,8,Everglades NP,68676,5.74E-10,-0.291810328,Summer,EVERSummer,EVER08
815,8141,EVER,2000,6,Everglades NP,44130,5.69E-09,1.18599707,Summer,EVERSummer,EVER06
816,8151,EVER,2001,4,Everglades NP,105186,2.27E-09,0.198054482,Spring,EVERSpring,EVER04
817,8161,EVER,2002,2,Everglades NP,123767,4.64E-10,-0.323462839,Winter,EVERWinter,EVER02
818,8171,EVER,2002,12,Everglades NP,83210,4.18E-10,-0.336781127,Winter,EVERWinter,EVER12
819,8181,EVER,2003,10,Everglades NP,70974,7.49E-10,-0.241301111,Fall,EVERFall,EVER10
820,8191,EVER,2004,8,Everglades NP,59426,4.84E-09,0.940021576,Summer,EVERSummer,EVER08
821,8201,EVER,2005,6,Everglades NP,71094,4.64E-09,0.882322535,Summer,EVERSummer,EVER06
822,8211,EVER,2006,4,Everglades NP,90708,1.75E-09,0.047238997,Spring,EVERSpring,EVER04
823,8221,EVER,2007,2,Everglades NP,102862,6.63E-10,-0.266053951,Winter,EVERWinter,EVER02
824,8231,EVER,2007,12,Everglades NP,80477,2.23E-10,-0.393056697,Winter,EVERWinter,EVER12
825,8241,EVER,2008,10,Everglades NP,43760,5.24E-10,-0.306192139,Fall,EVERFall,EVER10
826,8251,EVER,2009,8,Everglades NP,51957,4.44E-09,0.824361792,Summer,EVERSummer,EVER08
827,8261,EVER,2010,6,Everglades NP,46388,5.63E-09,1.166507225,Summer,EVERSummer,EVER06
828,8271,EVER,2011,4,Everglades NP,92257,1.06E-09,-0.151597921,Spring,EVERSpring,EVER04
829,8281,EVER,2012,2,Everglades NP,133777,3.96E-10,-0.343113693,Winter,EVERWinter,EVER02
830,8291,EVER,2012,12,Everglades NP,146640,2.95E-10,-0.372210937,Winter,EVERWinter,EVER12
831,8301,EVER,2013,10,Everglades NP,38034,4.26E-10,-0.334561478,Fall,EVERFall,EVER10
832,8311,EVER,2014,8,Everglades NP,73839,6.95E-09,1.548159852,Summer,EVERSummer,EVER08
833,8321,EVER,2015,6,Everglades NP,61840,6.81E-09,1.508905772,Summer,EVERSummer,EVER06
834,8331,EVER,2016,4,Everglades NP,65054,9.81E-10,-0.174197587,Spring,EVERSpring,EVER04
835,8341,EVER,2017,2,Everglades NP,120646,3.48E-10,-0.357020384,Winter,EVERWinter,EVER02
836,8351,EVER,2017,12,Everglades NP,87361,2.55E-10,-0.38370365,Winter,EVERWinter,EVER12
837,8361,EVER,2018,10,Everglades NP,58920,4.91E-10,-0.315746793,Fall,EVERFall,EVER10
838,8371,GAAR,1982,8,Gates of the Arctic NP & PRES,486,7.13E-10,-0.251600371,Summer,GAARSummer,GAAR08
839,8381,GAAR,1983,6,Gates of the Arctic NP & PRES,279,5.31E-10,-0.304055753,Summer,GAARSummer,GAAR06
840,8391,GAAR,1984,4,Gates of the Arctic NP & PRES,63,4.62E-10,-0.323966482,Spring,GAARSpring,GAAR04
841,8401,GAAR,1985,2,Gates of the Arctic NP & PRES,8,9.61E-10,-0.180205637,Winter,GAARWinter,GAAR02
842,8411,GAAR,1985,12,Gates of the Arctic NP & PRES,54,2.72E-10,-0.378796025,Winter,GAARWinter,GAAR12
843,8421,GAAR,1986,10,Gates of the Arctic NP & PRES,19,4.81E-10,-0.31853913,Fall,GAARFall,GAAR10
844,8431,GAAR,1987,8,Gates of the Arctic NP & PRES,444,1.92E-10,-0.402154162,Summer,GAARSummer,GAAR08
845,8441,GAAR,1988,6,Gates of the Arctic NP & PRES,84,5.28E-10,-0.304960479,Summer,GAARSummer,GAAR06
846,8451,GAAR,1989,4,Gates of the Arctic NP & PRES,27,1.14E-09,-0.129222118,Spring,GAARSpring,GAAR04
847,8461,GAAR,1990,2,Gates of the Arctic NP & PRES,2,3.40E-10,-0.359331475,Winter,GAARWinter,GAAR02
848,8471,GAAR,1990,12,Gates of the Arctic NP & PRES,0,5.71E-10,-0.292766718,Winter,GAARWinter,GAAR12
849,8481,GAAR,1991,10,Gates of the Arctic NP & PRES,23,2.81E-10,-0.376336477,Fall,GAARFall,GAAR10
850,8491,GAAR,1992,8,Gates of the Arctic NP & PRES,732,1.60E-10,-0.411391702,Summer,GAARSummer,GAAR08
851,8501,GAAR,1993,6,Gates of the Arctic NP & PRES,269,5.26E-10,-0.305560841,Summer,GAARSummer,GAAR06
852,8511,GAAR,1994,4,Gates of the Arctic NP & PRES,32,5.59E-10,-0.296153827,Spring,GAARSpring,GAAR04
853,8521,GAAR,1995,2,Gates of the Arctic NP & PRES,51,2.70E-10,-0.379439065,Winter,GAARWinter,GAAR02
854,8531,GAAR,1995,12,Gates of the Arctic NP & PRES,8,6.71E-10,-0.263784857,Winter,GAARWinter,GAAR12
855,8541,GAAR,1996,10,Gates of the Arctic NP & PRES,20,3.90E-10,-0.344754205,Fall,GAARFall,GAAR10
856,8551,GAAR,1997,8,Gates of the Arctic NP & PRES,2374,2.34E-10,-0.389820619,Summer,GAARSummer,GAAR08
857,8561,GAAR,1998,6,Gates of the Arctic NP & PRES,2269,4.34E-10,-0.332280096,Summer,GAARSummer,GAAR06
858,8571,GAAR,1999,4,Gates of the Arctic NP & PRES,81,5.20E-10,-0.307486148,Spring,GAARSpring,GAAR04
859,8581,GAAR,2000,2,Gates of the Arctic NP & PRES,49,3.20E-10,-0.365216813,Winter,GAARWinter,GAAR02
860,8591,GAAR,2000,12,Gates of the Arctic NP & PRES,51,3.45E-10,-0.357887567,Winter,GAARWinter,GAAR12
861,8601,GAAR,2001,10,Gates of the Arctic NP & PRES,83,3.18E-10,-0.365675071,Fall,GAARFall,GAAR10
862,8611,GAAR,2002,8,Gates of the Arctic NP & PRES,2196,2.77E-10,-0.377499076,Summer,GAARSummer,GAAR08
863,8621,GAAR,2003,6,Gates of the Arctic NP & PRES,1952,5.96E-10,-0.285420908,Summer,GAARSummer,GAAR06
864,8631,GAAR,2004,4,Gates of the Arctic NP & PRES,31,1.03E-09,-0.160836486,Spring,GAARSpring,GAAR04
865,8641,GAAR,2005,2,Gates of the Arctic NP & PRES,4,5.03E-10,-0.312352298,Winter,GAARWinter,GAAR02
866,8651,GAAR,2005,12,Gates of the Arctic NP & PRES,0,2.22E-10,-0.393224774,Winter,GAARWinter,GAAR12
867,8661,GAAR,2006,10,Gates of the Arctic NP & PRES,5,2.74E-10,-0.378435561,Fall,GAARFall,GAAR10
868,8671,GAAR,2007,8,Gates of the Arctic NP & PRES,3588,5.22E-10,-0.306819367,Summer,GAARSummer,GAAR08
869,8681,GAAR,2008,6,Gates of the Arctic NP & PRES,2788,8.86E-10,-0.201608069,Summer,GAARSummer,GAAR06
870,8691,GAAR,2009,4,Gates of the Arctic NP & PRES,12,1.14E-09,-0.129038754,Spring,GAARSpring,GAAR04
871,8701,GAAR,2010,2,Gates of the Arctic NP & PRES,102,8.87E-10,-0.201460654,Winter,GAARWinter,GAAR02
872,8711,GAAR,2010,12,Gates of the Arctic NP & PRES,105,8.52E-10,-0.211457842,Winter,GAARWinter,GAAR12
873,8721,GAAR,2011,10,Gates of the Arctic NP & PRES,2,3.03E-10,-0.36990941,Fall,GAARFall,GAAR10
874,8731,GAAR,2012,8,Gates of the Arctic NP & PRES,3412,1.23E-10,-0.421991848,Summer,GAARSummer,GAAR08
875,8741,GAAR,2013,6,Gates of the Arctic NP & PRES,2175,8.33E-10,-0.216937859,Summer,GAARSummer,GAAR06
876,8751,GAAR,2014,4,Gates of the Arctic NP & PRES,218,1.30E-09,-0.081170695,Spring,GAARSpring,GAAR04
877,8761,GAAR,2015,2,Gates of the Arctic NP & PRES,138,9.14E-10,-0.193660246,Winter,GAARWinter,GAAR02
878,8771,GAAR,2015,12,Gates of the Arctic NP & PRES,244,2.88E-10,-0.374348036,Winter,GAARWinter,GAAR12
879,8781,GAAR,2016,10,Gates of the Arctic NP & PRES,29,3.50E-10,-0.356544625,Fall,GAARFall,GAAR10
880,8791,GAAR,2017,8,Gates of the Arctic NP & PRES,3533,1.70E-10,-0.408381657,Summer,GAARSummer,GAAR08
881,8801,GAAR,2018,6,Gates of the Arctic NP & PRES,1949,8.83E-10,-0.202672946,Summer,GAARSummer,GAAR06
882,8811,GLAC,1980,4,Glacier NP,21109,1.50E-09,-0.023484021,Spring,GLACSpring,GLAC04
883,8821,GLAC,1981,2,Glacier NP,8278,6.53E-10,-0.269100429,Winter,GLACWinter,GLAC02
884,8831,GLAC,1981,12,Glacier NP,7911,1.76E-10,-0.406708267,Winter,GLACWinter,GLAC12
885,8841,GLAC,1982,10,Glacier NP,65203,2.65E-10,-0.380815401,Fall,GLACFall,GLAC10
886,8851,GLAC,1983,8,Glacier NP,673399,5.97E-10,-0.285115696,Summer,GLACSummer,GLAC08
887,8861,GLAC,1984,6,Glacier NP,321531,7.76E-10,-0.233357101,Summer,GLACSummer,GLAC06
888,8871,GLAC,1985,4,Glacier NP,36976,1.37E-09,-0.062730668,Spring,GLACSpring,GLAC04
889,8881,GLAC,1986,2,Glacier NP,3725,4.56E-10,-0.325763766,Winter,GLACWinter,GLAC02
890,8891,GLAC,1986,12,Glacier NP,7473,3.26E-10,-0.363223918,Winter,GLACWinter,GLAC12
891,8901,GLAC,1987,10,Glacier NP,67647,1.02E-09,-0.163628856,Fall,GLACFall,GLAC10
892,8911,GLAC,1988,8,Glacier NP,508564,5.11E-10,-0.30995011,Summer,GLACSummer,GLAC08
893,8921,GLAC,1989,6,Glacier NP,300384,1.36E-09,-0.066059256,Summer,GLACSummer,GLAC06
894,8931,GLAC,1990,4,Glacier NP,24443,1.36E-09,-0.064123665,Spring,GLACSpring,GLAC04
895,8941,GLAC,1991,2,Glacier NP,8447,4.05E-10,-0.340506714,Winter,GLACWinter,GLAC02
896,8951,GLAC,1991,12,Glacier NP,6839,2.68E-10,-0.380004608,Winter,GLACWinter,GLAC12
897,8961,GLAC,1992,10,Glacier NP,68290,5.23E-10,-0.306611621,Fall,GLACFall,GLAC10
898,8971,GLAC,1993,8,Glacier NP,624559,3.85E-10,-0.346372138,Summer,GLACSummer,GLAC08
899,8981,GLAC,1994,6,Glacier NP,327882,6.91E-10,-0.257954291,Summer,GLACSummer,GLAC06
900,8991,GLAC,1995,4,Glacier NP,25869,1.00E-09,-0.167594012,Spring,GLACSpring,GLAC04
901,9001,GLAC,1996,2,Glacier NP,11058,5.92E-10,-0.286473353,Winter,GLACWinter,GLAC02
902,9011,GLAC,1996,12,Glacier NP,4962,2.66E-10,-0.380761158,Winter,GLACWinter,GLAC12
903,9021,GLAC,1997,10,Glacier NP,53262,5.75E-10,-0.291424824,Fall,GLACFall,GLAC10
904,9031,GLAC,1998,8,Glacier NP,528716,3.12E-10,-0.367397389,Summer,GLACSummer,GLAC08
905,9041,GLAC,1999,6,Glacier NP,232339,7.70E-10,-0.235328449,Summer,GLACSummer,GLAC06
906,9051,GLAC,2000,4,Glacier NP,20796,1.81E-09,0.064177829,Spring,GLACSpring,GLAC04
907,9061,GLAC,2001,2,Glacier NP,8451,6.77E-10,-0.262113417,Winter,GLACWinter,GLAC02
908,9071,GLAC,2001,12,Glacier NP,3387,3.64E-10,-0.352248184,Winter,GLACWinter,GLAC12
909,9081,GLAC,2002,10,Glacier NP,87651,9.86E-10,-0.172771589,Fall,GLACFall,GLAC10
910,9091,GLAC,2003,8,Glacier NP,261481,1.05E-09,-0.153815945,Summer,GLACSummer,GLAC08
911,9101,GLAC,2004,6,Glacier NP,281589,1.26E-09,-0.094552333,Summer,GLACSummer,GLAC06
912,9111,GLAC,2005,4,Glacier NP,54609,1.61E-09,0.008334216,Spring,GLACSpring,GLAC04
913,9121,GLAC,2006,2,Glacier NP,10702,7.15E-10,-0.251076039,Winter,GLACWinter,GLAC02
914,9131,GLAC,2006,12,Glacier NP,10772,6.89E-10,-0.25845815,Winter,GLACWinter,GLAC12
915,9141,GLAC,2007,10,Glacier NP,66059,1.04E-09,-0.157110988,Fall,GLACFall,GLAC10
916,9151,GLAC,2008,8,Glacier NP,514317,4.94E-10,-0.314770859,Summer,GLACSummer,GLAC08
917,9161,GLAC,2009,6,Glacier NP,327572,1.05E-09,-0.1532556,Summer,GLACSummer,GLAC06
918,9171,GLAC,2010,4,Glacier NP,24111,1.96E-09,0.1095347,Spring,GLACSpring,GLAC04
919,9181,GLAC,2011,2,Glacier NP,10911,6.43E-10,-0.27185395,Winter,GLACWinter,GLAC02
920,9191,GLAC,2011,12,Glacier NP,10560,5.70E-10,-0.29284922,Winter,GLACWinter,GLAC12
921,9201,GLAC,2012,10,Glacier NP,54127,3.98E-10,-0.342519201,Fall,GLACFall,GLAC10
922,9211,GLAC,2013,8,Glacier NP,626556,6.15E-10,-0.280055209,Summer,GLACSummer,GLAC08
923,9221,GLAC,2014,6,Glacier NP,334074,1.01E-09,-0.165925248,Summer,GLACSummer,GLAC06
924,9231,GLAC,2015,4,Glacier NP,48270,1.09E-09,-0.14251805,Spring,GLACSpring,GLAC04
925,9241,GLAC,2016,2,Glacier NP,16548,6.41E-10,-0.272295203,Winter,GLACWinter,GLAC02
926,9251,GLAC,2016,12,Glacier NP,12877,6.24E-10,-0.277309857,Winter,GLACWinter,GLAC12
927,9261,GLAC,2017,10,Glacier NP,84469,5.96E-10,-0.285414516,Fall,GLACFall,GLAC10
928,9271,GLAC,2018,8,Glacier NP,667688,6.22E-10,-0.277830585,Summer,GLACSummer,GLAC08
929,9281,GLBA,1980,6,Glacier Bay NP & PRES,20050,1.03E-09,-0.160370979,Summer,GLBASummer,GLBA06
930,9291,GLBA,1981,4,Glacier Bay NP & PRES,37,5.43E-10,-0.300692417,Spring,GLBASpring,GLBA04
931,9301,GLBA,1982,2,Glacier Bay NP & PRES,70,5.42E-10,-0.300948752,Winter,GLBAWinter,GLBA02
932,9311,GLBA,1982,12,Glacier Bay NP & PRES,90,1.78E-10,-0.406113908,Winter,GLBAWinter,GLBA12
933,9321,GLBA,1983,10,Glacier Bay NP & PRES,98,2.70E-10,-0.379391926,Fall,GLBAFall,GLBA10
934,9331,GLBA,1984,8,Glacier Bay NP & PRES,33325,4.83E-10,-0.318120193,Summer,GLBASummer,GLBA08
935,9341,GLBA,1985,6,Glacier Bay NP & PRES,28551,1.15E-09,-0.126492162,Summer,GLBASummer,GLBA06
936,9351,GLBA,1986,4,Glacier Bay NP & PRES,101,7.17E-10,-0.25054014,Spring,GLBASpring,GLBA04
937,9361,GLBA,1987,2,Glacier Bay NP & PRES,79,3.83E-10,-0.347026184,Winter,GLBAWinter,GLBA02
938,9371,GLBA,1987,12,Glacier Bay NP & PRES,38,5.37E-10,-0.30257407,Winter,GLBAWinter,GLBA12
939,9381,GLBA,1988,10,Glacier Bay NP & PRES,190,4.41E-10,-0.330094345,Fall,GLBAFall,GLBA10
940,9391,GLBA,1989,8,Glacier Bay NP & PRES,43822,2.85E-10,-0.375064351,Summer,GLBASummer,GLBA08
941,9401,GLBA,1990,6,Glacier Bay NP & PRES,44120,6.11E-10,-0.280981721,Summer,GLBASummer,GLBA06
942,9411,GLBA,1991,4,Glacier Bay NP & PRES,293,1.38E-09,-0.059484069,Spring,GLBASpring,GLBA04
943,9421,GLBA,1992,2,Glacier Bay NP & PRES,36,2.56E-10,-0.383422957,Winter,GLBAWinter,GLBA02
944,9431,GLBA,1992,12,Glacier Bay NP & PRES,63,3.77E-10,-0.348499529,Winter,GLBAWinter,GLBA12
945,9441,GLBA,1993,10,Glacier Bay NP & PRES,168,5.43E-10,-0.300773558,Fall,GLBAFall,GLBA10
946,9451,GLBA,1994,8,Glacier Bay NP & PRES,63410,3.43E-10,-0.358411963,Summer,GLBASummer,GLBA08
