,X1,UnitCode,Year,Month,ParkName,RecreationVisits,Smoke,stdsmoke,Season,CatColS,CatColM
1311,13101,HAVO,1986,10,Hawaii Volcanoes NP,63777,2.40E-10,-0.38809448,Fall,HAVOFall,HAVO10
1312,13111,HAVO,1987,8,Hawaii Volcanoes NP,105883,1.74E-10,-0.40721674,Summer,HAVOSummer,HAVO08
1313,13121,HAVO,1988,6,Hawaii Volcanoes NP,85250,4.94E-10,-0.314869557,Summer,HAVOSummer,HAVO06
1314,13131,HAVO,1989,4,Hawaii Volcanoes NP,86696,1.67E-09,0.023216762,Spring,HAVOSpring,HAVO04
1315,13141,HAVO,1990,2,Hawaii Volcanoes NP,89951,3.25E-10,-0.36354901,Winter,HAVOWinter,HAVO02
1316,13151,HAVO,1990,12,Hawaii Volcanoes NP,96506,2.22E-10,-0.393418627,Winter,HAVOWinter,HAVO12
1317,13161,HAVO,1991,10,Hawaii Volcanoes NP,82181,1.32E-10,-0.419289879,Fall,HAVOFall,HAVO10
1318,13171,HAVO,1992,8,Hawaii Volcanoes NP,123754,9.92E-11,-0.428798652,Summer,HAVOSummer,HAVO08
1319,13181,HAVO,1993,6,Hawaii Volcanoes NP,111636,3.07E-10,-0.368903791,Summer,HAVOSummer,HAVO06
1320,13191,HAVO,1994,4,Hawaii Volcanoes NP,90993,6.21E-10,-0.278346972,Spring,HAVOSpring,HAVO04
1321,13201,HAVO,1995,2,Hawaii Volcanoes NP,96400,1.42E-10,-0.416550283,Winter,HAVOWinter,HAVO02
1322,13211,HAVO,1995,12,Hawaii Volcanoes NP,52750,1.25E-10,-0.421421194,Winter,HAVOWinter,HAVO12
1323,13221,HAVO,1996,10,Hawaii Volcanoes NP,94780,4.10E-10,-0.339142737,Fall,HAVOFall,HAVO10
1324,13231,HAVO,1997,8,Hawaii Volcanoes NP,189292,2.88E-10,-0.374259934,Summer,HAVOSummer,HAVO08
1325,13241,HAVO,1998,6,Hawaii Volcanoes NP,127353,4.60E-10,-0.324675131,Summer,HAVOSummer,HAVO06
1326,13251,HAVO,1999,4,Hawaii Volcanoes NP,102002,9.89E-10,-0.1721083,Spring,HAVOSpring,HAVO04
1327,13261,HAVO,2000,2,Hawaii Volcanoes NP,126741,2.78E-10,-0.377130657,Winter,HAVOWinter,HAVO02
1328,13271,HAVO,2000,12,Hawaii Volcanoes NP,73448,1.23E-10,-0.421885147,Winter,HAVOWinter,HAVO12
1329,13281,HAVO,2001,10,Hawaii Volcanoes NP,113872,2.61E-10,-0.382152841,Fall,HAVOFall,HAVO10
1330,13291,HAVO,2002,8,Hawaii Volcanoes NP,117591,2.53E-10,-0.384303957,Summer,HAVOSummer,HAVO08
1331,13301,HAVO,2003,6,Hawaii Volcanoes NP,72394,3.81E-10,-0.347408603,Summer,HAVOSummer,HAVO06
1332,13311,HAVO,2004,4,Hawaii Volcanoes NP,96799,7.68E-10,-0.235906672,Spring,HAVOSpring,HAVO04
1333,13321,HAVO,2005,2,Hawaii Volcanoes NP,108732,4.42E-10,-0.329955957,Winter,HAVOWinter,HAVO02
1334,13331,HAVO,2005,12,Hawaii Volcanoes NP,126641,1.14E-10,-0.424653904,Winter,HAVOWinter,HAVO12
1335,13341,HAVO,2006,10,Hawaii Volcanoes NP,112685,1.42E-10,-0.41657523,Fall,HAVOFall,HAVO10
1336,13351,HAVO,2007,8,Hawaii Volcanoes NP,136842,1.47E-10,-0.414991063,Summer,HAVOSummer,HAVO08
1337,13361,HAVO,2008,6,Hawaii Volcanoes NP,109068,4.62E-10,-0.324239742,Summer,HAVOSummer,HAVO06
1338,13371,HAVO,2009,4,Hawaii Volcanoes NP,98328,1.23E-09,-0.102105762,Spring,HAVOSpring,HAVO04
1339,13381,HAVO,2010,2,Hawaii Volcanoes NP,106127,4.18E-10,-0.336799558,Winter,HAVOWinter,HAVO02
1340,13391,HAVO,2010,12,Hawaii Volcanoes NP,113172,7.69E-11,-0.435221822,Winter,HAVOWinter,HAVO12
1341,13401,HAVO,2011,10,Hawaii Volcanoes NP,99271,3.08E-10,-0.368588022,Fall,HAVOFall,HAVO10
1342,13411,HAVO,2012,8,Hawaii Volcanoes NP,141101,1.46E-10,-0.415238675,Summer,HAVOSummer,HAVO08
1343,13421,HAVO,2013,6,Hawaii Volcanoes NP,137853,6.19E-10,-0.278917441,Summer,HAVOSummer,HAVO06
1344,13431,HAVO,2014,4,Hawaii Volcanoes NP,127184,7.14E-10,-0.251232249,Spring,HAVOSpring,HAVO04
1345,13441,HAVO,2015,2,Hawaii Volcanoes NP,151778,2.84E-10,-0.37540769,Winter,HAVOWinter,HAVO02
1346,13451,HAVO,2015,12,Hawaii Volcanoes NP,159871,8.44E-11,-0.433070736,Winter,HAVOWinter,HAVO12
1347,13461,HAVO,2016,10,Hawaii Volcanoes NP,146883,2.60E-10,-0.382482379,Fall,HAVOFall,HAVO10
1348,13471,HAVO,2017,8,Hawaii Volcanoes NP,183307,1.55E-10,-0.412583596,Summer,HAVOSummer,HAVO08
1349,13481,HAVO,2018,6,Hawaii Volcanoes NP,4458,6.85E-10,-0.259653285,Summer,HAVOSummer,HAVO06
1350,13491,HOSP,1980,4,Hot Springs NP,96535,1.28E-09,-0.089267199,Spring,HOSPSpring,HOSP04
1351,13501,HOSP,1981,2,Hot Springs NP,60789,6.11E-10,-0.280959117,Winter,HOSPWinter,HOSP02
1352,13511,HOSP,1981,12,Hot Springs NP,43130,4.13E-10,-0.338259959,Winter,HOSPWinter,HOSP12
1353,13521,HOSP,1982,10,Hot Springs NP,90911,3.27E-10,-0.363104601,Fall,HOSPFall,HOSP10
1354,13531,HOSP,1983,8,Hot Springs NP,122092,3.24E-10,-0.363956749,Summer,HOSPSummer,HOSP08
1355,13541,HOSP,1984,6,Hot Springs NP,127648,7.15E-10,-0.251007073,Summer,HOSPSummer,HOSP06
1356,13551,HOSP,1985,4,Hot Springs NP,105455,1.38E-09,-0.060510241,Spring,HOSPSpring,HOSP04
1357,13561,HOSP,1986,2,Hot Springs NP,52584,5.56E-10,-0.296833056,Winter,HOSPWinter,HOSP02
1358,13571,HOSP,1986,12,Hot Springs NP,51963,3.99E-10,-0.342336622,Winter,HOSPWinter,HOSP12
1359,13581,HOSP,1987,10,Hot Springs NP,115411,9.77E-10,-0.175616216,Fall,HOSPFall,HOSP10
1360,13591,HOSP,1988,8,Hot Springs NP,123070,5.04E-10,-0.31187178,Summer,HOSPSummer,HOSP08
1361,13601,HOSP,1989,6,Hot Springs NP,165568,2.43E-09,0.242954048,Summer,HOSPSummer,HOSP06
1362,13611,HOSP,1990,4,Hot Springs NP,94363,1.17E-09,-0.118860204,Spring,HOSPSpring,HOSP04
1363,13621,HOSP,1991,2,Hot Springs NP,89035,4.44E-10,-0.329244447,Winter,HOSPWinter,HOSP02
1364,13631,HOSP,1991,12,Hot Springs NP,52687,6.04E-10,-0.283167592,Winter,HOSPWinter,HOSP12
1365,13641,HOSP,1992,10,Hot Springs NP,172985,5.64E-10,-0.294804356,Fall,HOSPFall,HOSP10
1366,13651,HOSP,1993,8,Hot Springs NP,165061,4.29E-10,-0.333497578,Summer,HOSPSummer,HOSP08
1367,13661,HOSP,1994,6,Hot Springs NP,174622,9.77E-10,-0.175608078,Summer,HOSPSummer,HOSP06
1368,13671,HOSP,1995,4,Hot Springs NP,129914,1.47E-09,-0.032747705,Spring,HOSPSpring,HOSP04
1369,13681,HOSP,1996,2,Hot Springs NP,76328,6.83E-10,-0.26045646,Winter,HOSPWinter,HOSP02
1370,13691,HOSP,1996,12,Hot Springs NP,79069,4.99E-10,-0.31343313,Winter,HOSPWinter,HOSP12
1371,13701,HOSP,1997,10,Hot Springs NP,160887,6.91E-10,-0.258142141,Fall,HOSPFall,HOSP10
1372,13711,HOSP,1998,8,Hot Springs NP,140539,1.15E-09,-0.12640338,Summer,HOSPSummer,HOSP08
1373,13721,HOSP,1999,6,Hot Springs NP,166805,7.52E-10,-0.240468267,Summer,HOSPSummer,HOSP06
1374,13731,HOSP,2000,4,Hot Springs NP,143385,2.44E-09,0.248067225,Spring,HOSPSpring,HOSP04
1375,13741,HOSP,2001,2,Hot Springs NP,69789,7.60E-10,-0.238225189,Winter,HOSPWinter,HOSP02
1376,13751,HOSP,2001,12,Hot Springs NP,66460,7.40E-10,-0.243881793,Winter,HOSPWinter,HOSP12
1377,13761,HOSP,2002,10,Hot Springs NP,124034,7.83E-10,-0.231455519,Fall,HOSPFall,HOSP10
1378,13771,HOSP,2003,8,Hot Springs NP,123997,2.72E-09,0.32711045,Summer,HOSPSummer,HOSP08
1379,13781,HOSP,2004,6,Hot Springs NP,152596,4.16E-09,0.744486172,Summer,HOSPSummer,HOSP06
1380,13791,HOSP,2005,4,Hot Springs NP,137349,1.92E-09,0.096805778,Spring,HOSPSpring,HOSP04
1381,13801,HOSP,2006,2,Hot Springs NP,45513,1.14E-09,-0.129398786,Winter,HOSPWinter,HOSP02
1382,13811,HOSP,2006,12,Hot Springs NP,59057,9.08E-10,-0.195266821,Winter,HOSPWinter,HOSP12
1383,13821,HOSP,2007,10,Hot Springs NP,127010,7.20E-10,-0.249556084,Fall,HOSPFall,HOSP10
1384,13831,HOSP,2008,8,Hot Springs NP,125120,2.49E-09,0.261565425,Summer,HOSPSummer,HOSP08
1385,13841,HOSP,2009,6,Hot Springs NP,137184,1.47E-09,-0.033744914,Summer,HOSPSummer,HOSP06
1386,13851,HOSP,2010,4,Hot Springs NP,80605,2.29E-09,0.203485622,Spring,HOSPSpring,HOSP04
1387,13861,HOSP,2011,2,Hot Springs NP,56491,7.67E-10,-0.236170857,Winter,HOSPWinter,HOSP02
1388,13871,HOSP,2011,12,Hot Springs NP,74262,9.98E-10,-0.169385169,Winter,HOSPWinter,HOSP12
1389,13881,HOSP,2012,10,Hot Springs NP,137476,7.03E-10,-0.254632976,Fall,HOSPFall,HOSP10
1390,13891,HOSP,2013,8,Hot Springs NP,138472,3.80E-09,0.637791397,Summer,HOSPSummer,HOSP08
1391,13901,HOSP,2014,6,Hot Springs NP,118329,7.14E-09,1.603910998,Summer,HOSPSummer,HOSP06
1392,13911,HOSP,2015,4,Hot Springs NP,92206,1.74E-09,0.046112636,Spring,HOSPSpring,HOSP04
1393,13921,HOSP,2016,2,Hot Springs NP,70611,8.71E-10,-0.206012316,Winter,HOSPWinter,HOSP02
1394,13931,HOSP,2016,12,Hot Springs NP,88297,7.04E-10,-0.254114955,Winter,HOSPWinter,HOSP12
1395,13941,HOSP,2017,10,Hot Springs NP,126573,9.89E-10,-0.171958578,Fall,HOSPFall,HOSP10
1396,13951,HOSP,2018,8,Hot Springs NP,175012,7.60E-09,1.736042728,Summer,HOSPSummer,HOSP08
1397,13961,INDU,1980,6,Indiana Dunes NP,264476,9.99E-10,-0.169028629,Summer,INDUSummer,INDU06
1398,13971,INDU,1981,4,Indiana Dunes NP,16356,9.43E-10,-0.185339608,Spring,INDUSpring,INDU04
1399,13981,INDU,1982,2,Indiana Dunes NP,8232,5.35E-10,-0.303140759,Winter,INDUWinter,INDU02
1400,13991,INDU,1982,12,Indiana Dunes NP,5676,4.58E-10,-0.325280212,Winter,INDUWinter,INDU12
1401,14001,INDU,1983,10,Indiana Dunes NP,114853,4.12E-10,-0.338594671,Fall,INDUFall,INDU10
1402,14011,INDU,1984,8,Indiana Dunes NP,369824,5.63E-10,-0.294855476,Summer,INDUSummer,INDU08
1403,14021,INDU,1985,6,Indiana Dunes NP,272462,1.20E-09,-0.110808075,Summer,INDUSummer,INDU06
1404,14031,INDU,1986,4,Indiana Dunes NP,155610,1.22E-09,-0.106597846,Spring,INDUSpring,INDU04
1405,14041,INDU,1987,2,Indiana Dunes NP,54960,5.14E-10,-0.309026513,Winter,INDUWinter,INDU02
1406,14051,INDU,1987,12,Indiana Dunes NP,51552,5.78E-10,-0.290580061,Winter,INDUWinter,INDU12
1407,14061,INDU,1988,10,Indiana Dunes NP,116048,4.43E-10,-0.329721329,Fall,INDUFall,INDU10
1408,14071,INDU,1989,8,Indiana Dunes NP,259932,7.95E-10,-0.228045453,Summer,INDUSummer,INDU08
1409,14081,INDU,1990,6,Indiana Dunes NP,276779,1.25E-09,-0.097082489,Summer,INDUSummer,INDU06
1410,14091,INDU,1991,4,Indiana Dunes NP,152926,1.44E-09,-0.041120617,Spring,INDUSpring,INDU04
1411,14101,INDU,1992,2,Indiana Dunes NP,78125,3.56E-10,-0.354679977,Winter,INDUWinter,INDU02
1412,14111,INDU,1992,12,Indiana Dunes NP,61955,4.31E-10,-0.33310485,Winter,INDUWinter,INDU12
1413,14121,INDU,1993,10,Indiana Dunes NP,132140,5.43E-10,-0.300688652,Fall,INDUFall,INDU10
1414,14131,INDU,1994,8,Indiana Dunes NP,217409,5.11E-10,-0.309898205,Summer,INDUSummer,INDU08
1415,14141,INDU,1995,6,Indiana Dunes NP,273035,1.25E-09,-0.096315455,Summer,INDUSummer,INDU06
1416,14151,INDU,1996,4,Indiana Dunes NP,90460,1.82E-09,0.067960038,Spring,INDUSpring,INDU04
1417,14161,INDU,1997,2,Indiana Dunes NP,46304,4.71E-10,-0.32139928,Winter,INDUWinter,INDU02
1418,14171,INDU,1997,12,Indiana Dunes NP,48086,2.79E-10,-0.376765795,Winter,INDUWinter,INDU12
1419,14181,INDU,1998,10,Indiana Dunes NP,126475,4.17E-10,-0.336952989,Fall,INDUFall,INDU10
1420,14191,INDU,1999,8,Indiana Dunes NP,241890,6.81E-10,-0.260883728,Summer,INDUSummer,INDU08
1421,14201,INDU,2000,6,Indiana Dunes NP,268247,2.37E-09,0.22796465,Summer,INDUSummer,INDU06
1422,14211,INDU,2001,4,Indiana Dunes NP,108564,3.57E-09,0.571828059,Spring,INDUSpring,INDU04
1423,14221,INDU,2002,2,Indiana Dunes NP,55749,2.01E-09,0.123717784,Winter,INDUWinter,INDU02
1424,14231,INDU,2002,12,Indiana Dunes NP,49419,1.51E-09,-0.021365194,Winter,INDUWinter,INDU12
1425,14241,INDU,2003,10,Indiana Dunes NP,145072,1.04E-09,-0.157393387,Fall,INDUFall,INDU10
1426,14251,INDU,2004,8,Indiana Dunes NP,254818,1.42E-09,-0.047837741,Summer,INDUSummer,INDU08
1427,14261,INDU,2005,6,Indiana Dunes NP,303310,1.75E-09,0.048307591,Summer,INDUSummer,INDU06
1428,14271,INDU,2006,4,Indiana Dunes NP,172698,2.30E-09,0.207213395,Spring,INDUSpring,INDU04
1429,14281,INDU,2007,2,Indiana Dunes NP,90281,1.55E-09,-0.009509261,Winter,INDUWinter,INDU02
1430,14291,INDU,2007,12,Indiana Dunes NP,94005,1.05E-09,-0.154689479,Winter,INDUWinter,INDU12
1431,14301,INDU,2008,10,Indiana Dunes NP,130188,1.09E-09,-0.14390701,Fall,INDUFall,INDU10
1432,14311,INDU,2009,8,Indiana Dunes NP,344229,1.72E-09,0.0402801,Summer,INDUSummer,INDU08
1433,14321,INDU,2010,6,Indiana Dunes NP,305983,2.45E-09,0.249009133,Summer,INDUSummer,INDU06
1434,14331,INDU,2011,4,Indiana Dunes NP,86951,2.46E-09,0.251534386,Spring,INDUSpring,INDU04
1435,14341,INDU,2012,2,Indiana Dunes NP,51948,2.17E-09,0.167612324,Winter,INDUWinter,INDU02
1436,14351,INDU,2012,12,Indiana Dunes NP,55961,9.75E-10,-0.175931712,Winter,INDUWinter,INDU12
1437,14361,INDU,2013,10,Indiana Dunes NP,78671,7.18E-10,-0.250184834,Fall,INDUFall,INDU10
1438,14371,INDU,2014,8,Indiana Dunes NP,255908,2.44E-09,0.247645196,Summer,INDUSummer,INDU08
1439,14381,INDU,2015,6,Indiana Dunes NP,174125,4.37E-09,0.804100043,Summer,INDUSummer,INDU06
1440,14391,INDU,2016,4,Indiana Dunes NP,99945,1.47E-09,-0.032527495,Spring,INDUSpring,INDU04
1441,14401,INDU,2017,2,Indiana Dunes NP,85561,1.25E-09,-0.096976629,Winter,INDUWinter,INDU02
1442,14411,INDU,2017,12,Indiana Dunes NP,64399,8.74E-10,-0.205173609,Winter,INDUWinter,INDU12
1443,14421,INDU,2018,10,Indiana Dunes NP,132862,1.01E-09,-0.166680075,Fall,INDUFall,INDU10
1444,14431,ISRO,1980,8,Isle Royale NP,5934,4.06E-10,-0.340380364,Summer,ISROSummer,ISRO08
1445,14441,ISRO,1981,6,Isle Royale NP,2506,5.73E-10,-0.292191682,Summer,ISROSummer,ISRO06
1446,14451,ISRO,1982,4,Isle Royale NP,0,1.00E-09,-0.168947696,Spring,ISROSpring,ISRO04
1447,14461,ISRO,1983,2,Isle Royale NP,0,2.33E-10,-0.390192298,Winter,ISROWinter,ISRO02
1448,14471,ISRO,1983,12,Isle Royale NP,0,3.45E-10,-0.357763301,Winter,ISROWinter,ISRO12
1449,14481,ISRO,1984,10,Isle Royale NP,47,5.17E-10,-0.308345361,Fall,ISROFall,ISRO10
1450,14491,ISRO,1985,8,Isle Royale NP,6050,4.23E-10,-0.335293893,Summer,ISROSummer,ISRO08
1451,14501,ISRO,1986,6,Isle Royale NP,3892,8.08E-10,-0.224162014,Summer,ISROSummer,ISRO06
1452,14511,ISRO,1987,4,Isle Royale NP,266,1.08E-09,-0.146000334,Spring,ISROSpring,ISRO04
1453,14521,ISRO,1988,2,Isle Royale NP,35,6.47E-10,-0.270660834,Winter,ISROWinter,ISRO02
1454,14531,ISRO,1988,12,Isle Royale NP,64,8.12E-10,-0.223180377,Winter,ISROWinter,ISRO12
1455,14541,ISRO,1989,10,Isle Royale NP,198,6.30E-10,-0.275519983,Fall,ISROFall,ISRO10
1456,14551,ISRO,1990,8,Isle Royale NP,8509,2.53E-10,-0.384422368,Summer,ISROSummer,ISRO08
1457,14561,ISRO,1991,6,Isle Royale NP,3386,1.43E-09,-0.044660188,Summer,ISROSummer,ISRO06
1458,14571,ISRO,1992,4,Isle Royale NP,243,6.81E-10,-0.2609872,Spring,ISROSpring,ISRO04
1459,14581,ISRO,1993,2,Isle Royale NP,58,2.74E-10,-0.378384305,Winter,ISROWinter,ISRO02
1460,14591,ISRO,1993,12,Isle Royale NP,26,3.90E-10,-0.344746892,Winter,ISROWinter,ISRO12
1461,14601,ISRO,1994,10,Isle Royale NP,253,4.60E-10,-0.324631245,Fall,ISROFall,ISRO10
1462,14611,ISRO,1995,8,Isle Royale NP,8068,5.25E-10,-0.30598734,Summer,ISROSummer,ISRO08
1463,14621,ISRO,1996,6,Isle Royale NP,3639,1.05E-09,-0.155559906,Summer,ISROSummer,ISRO06
1464,14631,ISRO,1997,4,Isle Royale NP,102,1.11E-09,-0.136416252,Spring,ISROSpring,ISRO04
1465,14641,ISRO,1998,2,Isle Royale NP,52,2.38E-10,-0.388666944,Winter,ISROWinter,ISRO02
1466,14651,ISRO,1998,12,Isle Royale NP,318,4.05E-10,-0.340482131,Winter,ISROWinter,ISRO12
1467,14661,ISRO,1999,10,Isle Royale NP,318,3.66E-10,-0.35188144,Fall,ISROFall,ISRO10
1468,14671,ISRO,2000,8,Isle Royale NP,7260,6.97E-10,-0.256275723,Summer,ISROSummer,ISRO08
1469,14681,ISRO,2001,6,Isle Royale NP,2763,1.48E-09,-0.031474858,Summer,ISROSummer,ISRO06
1470,14691,ISRO,2002,4,Isle Royale NP,80,1.63E-09,0.012627461,Spring,ISROSpring,ISRO04
1471,14701,ISRO,2003,2,Isle Royale NP,54,4.93E-10,-0.315216132,Winter,ISROWinter,ISRO02
1472,14711,ISRO,2003,12,Isle Royale NP,235,8.56E-10,-0.210420136,Winter,ISROWinter,ISRO12
1473,14721,ISRO,2004,10,Isle Royale NP,226,5.01E-10,-0.312972269,Fall,ISROFall,ISRO10
1474,14731,ISRO,2005,8,Isle Royale NP,6120,5.67E-10,-0.293685861,Summer,ISROSummer,ISRO08
1475,14741,ISRO,2006,6,Isle Royale NP,2809,9.74E-10,-0.17629921,Summer,ISROSummer,ISRO06
1476,14751,ISRO,2007,4,Isle Royale NP,70,1.40E-09,-0.05438012,Spring,ISROSpring,ISRO04
1477,14761,ISRO,2008,2,Isle Royale NP,32,9.23E-10,-0.191073893,Winter,ISROWinter,ISRO02
1478,14771,ISRO,2008,12,Isle Royale NP,27,1.02E-09,-0.16245671,Winter,ISROWinter,ISRO12
1479,14781,ISRO,2009,10,Isle Royale NP,145,3.55E-10,-0.355062509,Fall,ISROFall,ISRO10
1480,14791,ISRO,2010,8,Isle Royale NP,5463,4.81E-10,-0.318692649,Summer,ISROSummer,ISRO08
1481,14801,ISRO,2011,6,Isle Royale NP,2501,7.27E-10,-0.247692966,Summer,ISROSummer,ISRO06
1482,14811,ISRO,2012,4,Isle Royale NP,61,1.47E-09,-0.032950389,Spring,ISROSpring,ISRO04
1483,14821,ISRO,2013,2,Isle Royale NP,29,6.77E-10,-0.261921467,Winter,ISROWinter,ISRO02
1484,14831,ISRO,2013,12,Isle Royale NP,21,6.91E-10,-0.257910253,Winter,ISROWinter,ISRO12
1485,14841,ISRO,2014,10,Isle Royale NP,122,3.96E-10,-0.343077792,Fall,ISROFall,ISRO10
1486,14851,ISRO,2015,8,Isle Royale NP,7081,5.55E-10,-0.297297458,Summer,ISROSummer,ISRO08
1487,14861,ISRO,2016,6,Isle Royale NP,4040,8.04E-10,-0.225287014,Summer,ISROSummer,ISRO06
1488,14871,ISRO,2017,4,Isle Royale NP,128,1.24E-09,-0.098745197,Spring,ISROSpring,ISRO04
1489,14881,ISRO,2018,2,Isle Royale NP,67,8.43E-10,-0.214176857,Winter,ISROWinter,ISRO02
1490,14891,ISRO,2018,12,Isle Royale NP,51,7.36E-10,-0.244916473,Winter,ISROWinter,ISRO12
1491,14901,JEFF,1980,10,Gateway Arch NP,113203,4.96E-10,-0.314411403,Fall,JEFFFall,JEFF10
1492,14911,JEFF,1981,8,Gateway Arch NP,363913,4.40E-10,-0.330559844,Summer,JEFFSummer,JEFF08
1493,14921,JEFF,1982,6,Gateway Arch NP,324863,9.04E-10,-0.196476021,Summer,JEFFSummer,JEFF06
1494,14931,JEFF,1983,4,Gateway Arch NP,127437,1.06E-09,-0.151438587,Spring,JEFFSpring,JEFF04
1495,14941,JEFF,1984,2,Gateway Arch NP,46033,4.63E-10,-0.323945327,Winter,JEFFWinter,JEFF02
1496,14951,JEFF,1984,12,Gateway Arch NP,32326,5.66E-10,-0.293984953,Winter,JEFFWinter,JEFF12
1497,14961,JEFF,1985,10,Gateway Arch NP,138178,5.58E-10,-0.29632681,Fall,JEFFFall,JEFF10
1498,14971,JEFF,1986,8,Gateway Arch NP,460165,7.18E-10,-0.250332538,Summer,JEFFSummer,JEFF08
1499,14981,JEFF,1987,6,Gateway Arch NP,349130,1.04E-09,-0.155884566,Summer,JEFFSummer,JEFF06
1500,14991,JEFF,1988,4,Gateway Arch NP,153873,1.23E-09,-0.103477068,Spring,JEFFSpring,JEFF04
1501,15001,JEFF,1989,2,Gateway Arch NP,51102,5.98E-10,-0.284816155,Winter,JEFFWinter,JEFF02
1502,15011,JEFF,1989,12,Gateway Arch NP,56329,6.67E-10,-0.264927686,Winter,JEFFWinter,JEFF12
1503,15021,JEFF,1990,10,Gateway Arch NP,125511,7.32E-10,-0.246131568,Fall,JEFFFall,JEFF10
1504,15031,JEFF,1991,8,Gateway Arch NP,487351,3.92E-10,-0.344242513,Summer,JEFFSummer,JEFF08
1505,15041,JEFF,1992,6,Gateway Arch NP,376992,4.59E-10,-0.324828826,Summer,JEFFSummer,JEFF06
1506,15051,JEFF,1993,4,Gateway Arch NP,204032,1.07E-09,-0.14781081,Spring,JEFFSpring,JEFF04
1507,15061,JEFF,1994,2,Gateway Arch NP,68141,6.42E-10,-0.272214223,Winter,JEFFWinter,JEFF02
1508,15071,JEFF,1994,12,Gateway Arch NP,95556,3.72E-10,-0.350030129,Winter,JEFFWinter,JEFF12
1509,15081,JEFF,1995,10,Gateway Arch NP,210421,8.50E-10,-0.212034352,Fall,JEFFFall,JEFF10
1510,15091,JEFF,1996,8,Gateway Arch NP,478065,8.32E-10,-0.217420428,Summer,JEFFSummer,JEFF08
1511,15101,JEFF,1997,6,Gateway Arch NP,389042,1.97E-09,0.112139797,Summer,JEFFSummer,JEFF06
1512,15111,JEFF,1998,4,Gateway Arch NP,225023,1.39E-09,-0.057035135,Spring,JEFFSpring,JEFF04
1513,15121,JEFF,1999,2,Gateway Arch NP,111853,5.03E-10,-0.312331472,Winter,JEFFWinter,JEFF02
1514,15131,JEFF,1999,12,Gateway Arch NP,103545,5.30E-10,-0.304493738,Winter,JEFFWinter,JEFF12
1515,15141,JEFF,2000,10,Gateway Arch NP,202920,1.26E-09,-0.093810739,Fall,JEFFFall,JEFF10
1516,15151,JEFF,2001,8,Gateway Arch NP,408825,1.48E-09,-0.030683858,Summer,JEFFSummer,JEFF08
1517,15161,JEFF,2002,6,Gateway Arch NP,415372,2.12E-09,0.154639066,Summer,JEFFSummer,JEFF06
1518,15171,JEFF,2003,4,Gateway Arch NP,156952,2.96E-09,0.396912675,Spring,JEFFSpring,JEFF04
1519,15181,JEFF,2004,2,Gateway Arch NP,63842,1.39E-09,-0.055126264,Winter,JEFFWinter,JEFF02
1520,15191,JEFF,2004,12,Gateway Arch NP,97217,1.02E-09,-0.161905208,Winter,JEFFWinter,JEFF12
1521,15201,JEFF,2005,10,Gateway Arch NP,166615,7.41E-10,-0.243523524,Fall,JEFFFall,JEFF10
1522,15211,JEFF,2006,8,Gateway Arch NP,334203,2.35E-09,0.220843855,Summer,JEFFSummer,JEFF08
1523,15221,JEFF,2007,6,Gateway Arch NP,243622,4.95E-09,0.971298371,Summer,JEFFSummer,JEFF06
1524,15231,JEFF,2008,4,Gateway Arch NP,131112,3.54E-09,0.564166625,Spring,JEFFSpring,JEFF04
1525,15241,JEFF,2009,2,Gateway Arch NP,77608,1.69E-09,0.030546616,Winter,JEFFWinter,JEFF02
1526,15251,JEFF,2009,12,Gateway Arch NP,74780,1.07E-09,-0.147658237,Winter,JEFFWinter,JEFF12
1527,15261,JEFF,2010,10,Gateway Arch NP,149590,5.26E-10,-0.305514496,Fall,JEFFFall,JEFF10
1528,15271,JEFF,2011,8,Gateway Arch NP,224103,1.17E-09,-0.120717106,Summer,JEFFSummer,JEFF08
1529,15281,JEFF,2012,6,Gateway Arch NP,284592,1.24E-09,-0.100614306,Summer,JEFFSummer,JEFF06
1530,15291,JEFF,2013,4,Gateway Arch NP,153434,2.40E-09,0.234668541,Spring,JEFFSpring,JEFF04
1531,15301,JEFF,2014,2,Gateway Arch NP,46773,1.11E-09,-0.137182132,Winter,JEFFWinter,JEFF02
1532,15311,JEFF,2014,12,Gateway Arch NP,59106,6.54E-10,-0.268652992,Winter,JEFFWinter,JEFF12
1533,15321,JEFF,2015,10,Gateway Arch NP,115196,9.24E-10,-0.190904675,Fall,JEFFFall,JEFF10
1534,15331,JEFF,2016,8,Gateway Arch NP,173446,9.38E-10,-0.186786367,Summer,JEFFSummer,JEFF08
1535,15341,JEFF,2017,6,Gateway Arch NP,186788,2.44E-09,0.247314481,Summer,JEFFSummer,JEFF06
1536,15351,JEFF,2018,4,Gateway Arch NP,116666,2.62E-09,0.298601449,Spring,JEFFSpring,JEFF04
1537,15361,JOTR,1980,2,Joshua Tree NP,46258,6.27E-09,1.352309048,Winter,JOTRWinter,JOTR02
1538,15371,JOTR,1980,12,Joshua Tree NP,47984,9.87E-09,2.391173991,Winter,JOTRWinter,JOTR12
1539,15381,JOTR,1981,10,Joshua Tree NP,76858,7.32E-09,1.653747458,Fall,JOTRFall,JOTR10
1540,15391,JOTR,1982,8,Joshua Tree NP,34566,6.73E-09,1.484133324,Summer,JOTRSummer,JOTR08
1541,15401,JOTR,1983,6,Joshua Tree NP,32439,1.14E-08,2.835848504,Summer,JOTRSummer,JOTR06
