"","UnitCode","Year","Month","ParkName","RecreationVisits","Smoke"
"3570","CANY","2004","06","Canyonlands NP",40279,3.18882076300042e-09
"3571","CANY","2004","07","Canyonlands NP",31328,1.98083949243255e-09
"3572","CANY","2004","08","Canyonlands NP",37090,1.88099091857907e-09
"3573","CANY","2004","09","Canyonlands NP",49662,1.68701652647485e-09
"3574","CANY","2004","10","Canyonlands NP",45526,1.84165294125904e-09
"3575","CANY","2004","11","Canyonlands NP",11125,1.38674982608222e-09
"3576","CANY","2004","12","Canyonlands NP",4623,1.64250002487876e-09
"3577","CANY","2005","01","Canyonlands NP",3957,1.46672374246037e-09
"3578","CANY","2005","02","Canyonlands NP",5670,1.47556222795941e-09
"3579","CANY","2005","03","Canyonlands NP",30907,2.71883160429809e-09
"3580","CANY","2005","04","Canyonlands NP",39709,4.61905891313563e-09
"3581","CANY","2005","05","Canyonlands NP",56291,4.01644140168855e-09
"3582","CANY","2005","06","Canyonlands NP",46908,2.89331825165107e-09
"3583","CANY","2005","07","Canyonlands NP",51275,2.35667640957615e-09
"3584","CANY","2005","08","Canyonlands NP",40225,1.50717671676404e-09
"3585","CANY","2005","09","Canyonlands NP",55225,1.53538637359674e-09
"3586","CANY","2005","10","Canyonlands NP",45512,1.42173317563277e-09
"3587","CANY","2005","11","Canyonlands NP",13569,1.38193678722587e-09
"3588","CANY","2005","12","Canyonlands NP",4133,1.69634917224215e-09
"3589","CANY","2006","01","Canyonlands NP",4601,1.36528621741405e-09
"3590","CANY","2006","02","Canyonlands NP",5872,2.15432649497416e-09
"3591","CANY","2006","03","Canyonlands NP",26198,2.70078981401412e-09
"3592","CANY","2006","04","Canyonlands NP",41683,3.33045435674251e-09
"3593","CANY","2006","05","Canyonlands NP",56029,3.19270876403266e-09
"3594","CANY","2006","06","Canyonlands NP",43372,2.61587196348501e-09
"3595","CANY","2006","07","Canyonlands NP",54498,1.58330748512014e-09
"3596","CANY","2006","08","Canyonlands NP",41711,1.75282000025589e-09
"3597","CANY","2006","09","Canyonlands NP",60371,1.94398319663946e-09
"3598","CANY","2006","10","Canyonlands NP",39063,1.32381217099464e-09
"3599","CANY","2006","11","Canyonlands NP",14303,1.64724134332772e-09
"3600","CANY","2006","12","Canyonlands NP",4836,1.5474586056996e-09
"3601","CANY","2007","01","Canyonlands NP",3378,2.16680984266304e-09
"3602","CANY","2007","02","Canyonlands NP",5987,1.81265780163642e-09
"3603","CANY","2007","03","Canyonlands NP",26304,2.37137554037758e-09
"3604","CANY","2007","04","Canyonlands NP",49333,3.29919047636906e-09
"3605","CANY","2007","05","Canyonlands NP",59677,3.52641893464067e-09
"3606","CANY","2007","06","Canyonlands NP",44744,2.83886403273925e-09
"3607","CANY","2007","07","Canyonlands NP",38247,3.10856451690711e-09
"3608","CANY","2007","08","Canyonlands NP",46957,1.88912152587761e-09
"3609","CANY","2007","09","Canyonlands NP",70170,1.56524204708575e-09
"3610","CANY","2007","10","Canyonlands NP",48970,1.9857422373093e-09
"3611","CANY","2007","11","Canyonlands NP",19113,1.07819275729781e-09
"3612","CANY","2007","12","Canyonlands NP",4680,1.49605172694578e-09
"3613","CANY","2008","01","Canyonlands NP",3148,1.50150047950603e-09
"3614","CANY","2008","02","Canyonlands NP",5925,1.67294222919168e-09
"3615","CANY","2008","03","Canyonlands NP",31036,3.719857089024e-09
"3616","CANY","2008","04","Canyonlands NP",51242,5.5973146118049e-09
"3617","CANY","2008","05","Canyonlands NP",64088,4.30970370501882e-09
"3618","CANY","2008","06","Canyonlands NP",51055,2.72891242936169e-09
"3619","CANY","2008","07","Canyonlands NP",42179,2.54427456880535e-09
"3620","CANY","2008","08","Canyonlands NP",60216,1.21337317970927e-09
"3621","CANY","2008","09","Canyonlands NP",62861,1.50231416196078e-09
"3622","CANY","2008","10","Canyonlands NP",45861,1.93015647909078e-09
"3623","CANY","2008","11","Canyonlands NP",14501,1.69460701027191e-09
"3624","CANY","2008","12","Canyonlands NP",4603,1.4190205677167e-09
"3625","CANY","2009","01","Canyonlands NP",3792,1.67532498984713e-09
"3626","CANY","2009","02","Canyonlands NP",5886,2.28405161450951e-09
"3627","CANY","2009","03","Canyonlands NP",31146,3.34125771495053e-09
"3628","CANY","2009","04","Canyonlands NP",44339,3.79518327875417e-09
"3629","CANY","2009","05","Canyonlands NP",66797,2.82688494834815e-09
"3630","CANY","2009","06","Canyonlands NP",63943,2.55983589880771e-09
"3631","CANY","2009","07","Canyonlands NP",44514,1.29449262420422e-09
"3632","CANY","2009","08","Canyonlands NP",50513,1.53489743137669e-09
"3633","CANY","2009","09","Canyonlands NP",59475,1.36916311621604e-09
"3634","CANY","2009","10","Canyonlands NP",47701,1.76029835152747e-09
"3635","CANY","2009","11","Canyonlands NP",14397,1.52227197514065e-09
"3636","CANY","2009","12","Canyonlands NP",3738,1.61785085328603e-09
"3637","CANY","2010","01","Canyonlands NP",3146,1.03426489594938e-09
"3638","CANY","2010","02","Canyonlands NP",4617,1.90209825667864e-09
"3639","CANY","2010","03","Canyonlands NP",23171,2.81383361055987e-09
"3640","CANY","2010","04","Canyonlands NP",52536,3.80688014445241e-09
"3641","CANY","2010","05","Canyonlands NP",64530,2.86228929446963e-09
"3642","CANY","2010","06","Canyonlands NP",59457,2.51133003281723e-09
"3643","CANY","2010","07","Canyonlands NP",46510,1.53647916611988e-09
"3644","CANY","2010","08","Canyonlands NP",54274,1.44254275191713e-09
"3645","CANY","2010","09","Canyonlands NP",60977,1.05103847847232e-09
"3646","CANY","2010","10","Canyonlands NP",50808,1.50730627979101e-09
"3647","CANY","2010","11","Canyonlands NP",11819,1.41115563678795e-09
"3648","CANY","2010","12","Canyonlands NP",4063,1.54514312455944e-09
"3649","CANY","2011","01","Canyonlands NP",3778,1.73610914533384e-09
"3650","CANY","2011","02","Canyonlands NP",6449,2.60509303018353e-09
"3651","CANY","2011","03","Canyonlands NP",27781,3.93082855154603e-09
"3652","CANY","2011","04","Canyonlands NP",52941,5.45027534215592e-09
"3653","CANY","2011","05","Canyonlands NP",77155,3.83406639770101e-09
"3654","CANY","2011","06","Canyonlands NP",51268,2.58710053380184e-09
"3655","CANY","2011","07","Canyonlands NP",49955,1.75997139084672e-09
"3656","CANY","2011","08","Canyonlands NP",63815,1.504303348554e-09
"3657","CANY","2011","09","Canyonlands NP",63613,1.45950707075571e-09
"3658","CANY","2011","10","Canyonlands NP",57486,2.0944783685195e-09
"3659","CANY","2011","11","Canyonlands NP",13544,3.29961991063499e-09
"3660","CANY","2011","12","Canyonlands NP",5988,2.04378736157196e-09
"3661","CANY","2012","01","Canyonlands NP",5822,3.07732261894955e-09
"3662","CANY","2012","02","Canyonlands NP",6852,2.91724111534108e-09
"3663","CANY","2012","03","Canyonlands NP",33917,4.30105595583541e-09
"3664","CANY","2012","04","Canyonlands NP",53944,3.61158769557335e-09
"3665","CANY","2012","05","Canyonlands NP",66010,3.85917520162593e-09
"3666","CANY","2012","06","Canyonlands NP",49661,2.71506883642303e-09
"3667","CANY","2012","07","Canyonlands NP",49577,1.67764913072688e-09
"3668","CANY","2012","08","Canyonlands NP",53677,1.1450212999975e-09
"3669","CANY","2012","09","Canyonlands NP",63748,1.11829590032642e-09
"3670","CANY","2012","10","Canyonlands NP",47675,1.49716539166178e-09
"3671","CANY","2012","11","Canyonlands NP",15482,1.10616438231403e-09
"3672","CANY","2012","12","Canyonlands NP",6587,1.48186674042705e-09
"3673","CANY","2013","01","Canyonlands NP",3617,7.61367302537508e-10
"3674","CANY","2013","02","Canyonlands NP",6495,2.13134754289968e-09
"3675","CANY","2013","03","Canyonlands NP",35930,2.94867397165888e-09
"3676","CANY","2013","04","Canyonlands NP",54979,3.57545393292469e-09
"3677","CANY","2013","05","Canyonlands NP",75369,3.23025628468088e-09
"3678","CANY","2013","06","Canyonlands NP",53996,2.36012831500432e-09
"3679","CANY","2013","07","Canyonlands NP",69681,1.60786650660327e-09
"3680","CANY","2013","08","Canyonlands NP",41655,1.62708424511493e-09
"3681","CANY","2013","09","Canyonlands NP",64496,1.29651300806444e-09
"3682","CANY","2013","10","Canyonlands NP",34508,1.88860194150209e-09
"3683","CANY","2013","11","Canyonlands NP",16368,1.37305566916268e-09
"3684","CANY","2013","12","Canyonlands NP",5148,1.07565056861603e-09
"3685","CANY","2014","01","Canyonlands NP",5182,1.75113334943688e-09
"3686","CANY","2014","02","Canyonlands NP",15632,1.82948023397245e-09
"3687","CANY","2014","03","Canyonlands NP",44311,2.36951791521278e-09
"3688","CANY","2014","04","Canyonlands NP",64543,2.92732060813705e-09
"3689","CANY","2014","05","Canyonlands NP",66015,3.21146664816752e-09
"3690","CANY","2014","06","Canyonlands NP",68550,2.85616241768594e-09
"3691","CANY","2014","07","Canyonlands NP",56662,1.50226919792829e-09
"3692","CANY","2014","08","Canyonlands NP",57457,1.10704079236967e-09
"3693","CANY","2014","09","Canyonlands NP",68430,1.06500397389908e-09
"3694","CANY","2014","10","Canyonlands NP",65256,1.12716036504423e-09
"3695","CANY","2014","11","Canyonlands NP",22130,1.52558998767205e-09
"3696","CANY","2014","12","Canyonlands NP",8263,1.02469588370013e-09
"3697","CANY","2015","01","Canyonlands NP",6376,1.29334276621762e-09
"3698","CANY","2015","02","Canyonlands NP",10550,1.56636126291687e-09
"3699","CANY","2015","03","Canyonlands NP",47529,2.15815054716018e-09
"3700","CANY","2015","04","Canyonlands NP",73625,3.587154129292e-09
"3701","CANY","2015","05","Canyonlands NP",91284,3.64853947054655e-09
"3702","CANY","2015","06","Canyonlands NP",75578,2.37867148200621e-09
"3703","CANY","2015","07","Canyonlands NP",69008,2.29378871452468e-09
"3704","CANY","2015","08","Canyonlands NP",76100,1.52273116338364e-09
"3705","CANY","2015","09","Canyonlands NP",82163,1.61095747852613e-09
"3706","CANY","2015","10","Canyonlands NP",69966,1.32529631713396e-09
"3707","CANY","2015","11","Canyonlands NP",22100,1.76611092417289e-09
"3708","CANY","2015","12","Canyonlands NP",10328,1.59710844549465e-09
"3709","CANY","2016","01","Canyonlands NP",5050,1.02194197548755e-09
"3710","CANY","2016","02","Canyonlands NP",14360,1.48326240179131e-09
"3711","CANY","2016","03","Canyonlands NP",47993,2.38339104008389e-09
"3712","CANY","2016","04","Canyonlands NP",97038,2.47028730804288e-09
"3713","CANY","2016","05","Canyonlands NP",128507,2.73598876887604e-09
"3714","CANY","2016","06","Canyonlands NP",111544,2.21009455181331e-09
"3715","CANY","2016","07","Canyonlands NP",77543,1.75835457305595e-09
"3716","CANY","2016","08","Canyonlands NP",72813,1.17061427218346e-09
"3717","CANY","2016","09","Canyonlands NP",94864,1.48941370348155e-09
"3718","CANY","2016","10","Canyonlands NP",82181,1.38560718454528e-09
"3719","CANY","2016","11","Canyonlands NP",29856,1.06112185704887e-09
"3720","CANY","2016","12","Canyonlands NP",14469,1.63436797429029e-09
"3721","CANY","2017","01","Canyonlands NP",7434,1.30325961134048e-09
"3722","CANY","2017","02","Canyonlands NP",18698,1.52908841144495e-09
"3723","CANY","2017","03","Canyonlands NP",65115,2.43915976305686e-09
"3724","CANY","2017","04","Canyonlands NP",82159,2.92356383546633e-09
"3725","CANY","2017","05","Canyonlands NP",107756,3.03698799442031e-09
"3726","CANY","2017","06","Canyonlands NP",87253,2.6997117874572e-09
"3727","CANY","2017","07","Canyonlands NP",75465,1.29013266736422e-09
"3728","CANY","2017","08","Canyonlands NP",78510,1.18430598661234e-09
"3729","CANY","2017","09","Canyonlands NP",91372,1.47258627514191e-09
"3730","CANY","2017","10","Canyonlands NP",81386,1.43866119017844e-09
"3731","CANY","2017","11","Canyonlands NP",33138,1.37255729004693e-09
"3732","CANY","2017","12","Canyonlands NP",13985,1.38519573589235e-09
"3733","CANY","2018","01","Canyonlands NP",9575,1.59581892145155e-09
"3734","CANY","2018","02","Canyonlands NP",14323,2.00914906933747e-09
"3735","CANY","2018","03","Canyonlands NP",66521,2.25254215280302e-09
"3736","CANY","2018","04","Canyonlands NP",88731,3.54908280542077e-09
"3737","CANY","2018","05","Canyonlands NP",106796,3.70099195734497e-09
"3738","CANY","2018","06","Canyonlands NP",85834,3.16696135982397e-09
"3739","CANY","2018","07","Canyonlands NP",68150,1.57636403930184e-09
"3740","CANY","2018","08","Canyonlands NP",74737,2.12593764814528e-09
"3741","CANY","2018","09","Canyonlands NP",96447,1.28232380269822e-09
"3742","CANY","2018","10","Canyonlands NP",81353,1.25670529538269e-09
"3743","CANY","2018","11","Canyonlands NP",35062,9.76304481703494e-10
"3744","CANY","2018","12","Canyonlands NP",11920,1.00455166407443e-09
"3745","CARE","1980","01","Capitol Reef NP",1501,1.00774666389469e-09
"3746","CARE","1980","02","Capitol Reef NP",3682,6.01840022262934e-10
"3747","CARE","1980","03","Capitol Reef NP",9870,1.09937359216161e-09
"3748","CARE","1980","04","Capitol Reef NP",33379,2.59605714703071e-09
"3749","CARE","1980","05","Capitol Reef NP",55838,2.79566703120793e-09
"3750","CARE","1980","06","Capitol Reef NP",61645,2.693796519182e-09
"3751","CARE","1980","07","Capitol Reef NP",61719,1.69666092286747e-09
"3752","CARE","1980","08","Capitol Reef NP",55034,1.77402492695933e-09
"3753","CARE","1980","09","Capitol Reef NP",31818,1.01185471113041e-09
"3754","CARE","1980","10","Capitol Reef NP",18369,8.86565321156496e-10
"3755","CARE","1980","11","Capitol Reef NP",6421,9.89562654041265e-10
"3756","CARE","1980","12","Capitol Reef NP",3512,6.73617162050277e-10
"3757","CARE","1981","01","Capitol Reef NP",5573,5.67405733509219e-10
"3758","CARE","1981","02","Capitol Reef NP",4873,1.16005338668401e-09
"3759","CARE","1981","03","Capitol Reef NP",9245,1.88459270411556e-09
"3760","CARE","1981","04","Capitol Reef NP",41465,2.33390573534109e-09
"3761","CARE","1981","05","Capitol Reef NP",60189,2.86284351780353e-09
"3762","CARE","1981","06","Capitol Reef NP",64536,2.33553953954413e-09
"3763","CARE","1981","07","Capitol Reef NP",74350,2.01327154947251e-09
"3764","CARE","1981","08","Capitol Reef NP",55757,1.58113633297319e-09
"3765","CARE","1981","09","Capitol Reef NP",46058,1.37574474035063e-09
"3766","CARE","1981","10","Capitol Reef NP",25615,1.43395872953533e-09
"3767","CARE","1981","11","Capitol Reef NP",6984,8.30877033841659e-10
"3768","CARE","1981","12","Capitol Reef NP",3144,6.81642631228385e-10
"3769","CARE","1982","01","Capitol Reef NP",1920,1.15873954875667e-09
"3770","CARE","1982","02","Capitol Reef NP",4459,8.5162560337082e-10
"3771","CARE","1982","03","Capitol Reef NP",8146,1.75227987675441e-09
"3772","CARE","1982","04","Capitol Reef NP",28593,2.89400770014936e-09
"3773","CARE","1982","05","Capitol Reef NP",40155,3.64789976003976e-09
"3774","CARE","1982","06","Capitol Reef NP",50694,3.02863600865066e-09
"3775","CARE","1982","07","Capitol Reef NP",46786,2.28297136750655e-09
"3776","CARE","1982","08","Capitol Reef NP",42672,1.13859377481873e-09
"3777","CARE","1982","09","Capitol Reef NP",30578,1.50431711531951e-09
"3778","CARE","1982","10","Capitol Reef NP",25046,7.77735653656464e-10
"3779","CARE","1982","11","Capitol Reef NP",6970,1.33828181869688e-09
"3780","CARE","1982","12","Capitol Reef NP",3467,9.89356707670197e-10
"3781","CARE","1983","01","Capitol Reef NP",3119,5.24101706478319e-10
"3782","CARE","1983","02","Capitol Reef NP",4816,5.85847814704721e-10
"3783","CARE","1983","03","Capitol Reef NP",10631,8.80000516900736e-10
"3784","CARE","1983","04","Capitol Reef NP",24108,1.70477609806596e-09
"3785","CARE","1983","05","Capitol Reef NP",50608,1.92490379191668e-09
"3786","CARE","1983","06","Capitol Reef NP",51792,2.80884893122391e-09
"3787","CARE","1983","07","Capitol Reef NP",55160,2.33389907400294e-09
"3788","CARE","1983","08","Capitol Reef NP",44430,7.07119529597122e-10
"3789","CARE","1983","09","Capitol Reef NP",45544,9.660073851947e-10
"3790","CARE","1983","10","Capitol Reef NP",29719,7.26591231625662e-10
"3791","CARE","1983","11","Capitol Reef NP",7757,1.24164045711694e-09
"3792","CARE","1983","12","Capitol Reef NP",4050,1.08688580358063e-09
"3793","CARE","1984","01","Capitol Reef NP",3978,3.21955545556918e-10
"3794","CARE","1984","02","Capitol Reef NP",4491,8.91240747868949e-10
"3795","CARE","1984","03","Capitol Reef NP",11893,1.46429757208466e-09
"3796","CARE","1984","04","Capitol Reef NP",27205,2.58306132039365e-09
"3797","CARE","1984","05","Capitol Reef NP",41054,2.98204150261938e-09
"3798","CARE","1984","06","Capitol Reef NP",52351,3.05615799334191e-09
"3799","CARE","1984","07","Capitol Reef NP",45532,1.46343615003985e-09
"3800","CARE","1984","08","Capitol Reef NP",44873,7.49963646740071e-10
"3801","CARE","1984","09","Capitol Reef NP",27862,1.52441625989042e-09
"3802","CARE","1984","10","Capitol Reef NP",23946,1.46342660212184e-09
"3803","CARE","1984","11","Capitol Reef NP",8462,1.33455346773559e-09
"3804","CARE","1984","12","Capitol Reef NP",4583,1.24573318327492e-09
"3805","CARE","1985","01","Capitol Reef NP",3990,5.47212830603883e-10
"3806","CARE","1985","02","Capitol Reef NP",3999,8.84749329355117e-10
"3807","CARE","1985","03","Capitol Reef NP",11190,2.70829247916993e-09
"3808","CARE","1985","04","Capitol Reef NP",30541,2.93625146419174e-09
"3809","CARE","1985","05","Capitol Reef NP",50178,4.03842026486245e-09
"3810","CARE","1985","06","Capitol Reef NP",50074,3.68974140130263e-09
"3811","CARE","1985","07","Capitol Reef NP",49074,2.62922550398059e-09
"3812","CARE","1985","08","Capitol Reef NP",51836,1.94719262935905e-09
"3813","CARE","1985","09","Capitol Reef NP",35985,2.13480721988901e-09
"3814","CARE","1985","10","Capitol Reef NP",24476,1.28718691261298e-09
"3815","CARE","1985","11","Capitol Reef NP",6050,1.71638003809704e-09
"3816","CARE","1985","12","Capitol Reef NP",3110,5.83908199569549e-10
"3817","CARE","1986","01","Capitol Reef NP",5227,7.3308881187728e-10
"3818","CARE","1986","02","Capitol Reef NP",8993,1.24528864997586e-09
"3819","CARE","1986","03","Capitol Reef NP",28306,1.65129654394747e-09
"3820","CARE","1986","04","Capitol Reef NP",26234,2.71788613837032e-09
"3821","CARE","1986","05","Capitol Reef NP",47602,2.9729803063816e-09
"3822","CARE","1986","06","Capitol Reef NP",46390,2.74490208340694e-09
"3823","CARE","1986","07","Capitol Reef NP",60575,2.42662689942108e-09
"3824","CARE","1986","08","Capitol Reef NP",65104,1.81477344263214e-09
"3825","CARE","1986","09","Capitol Reef NP",46209,2.13387019165623e-09
"3826","CARE","1986","10","Capitol Reef NP",34243,1.29243249435973e-09
"3827","CARE","1986","11","Capitol Reef NP",9421,1.1018844725541e-09
"3828","CARE","1986","12","Capitol Reef NP",5438,5.85625936633249e-10
"3829","CARE","1987","01","Capitol Reef NP",4590,1.01535968521915e-09
"3830","CARE","1987","02","Capitol Reef NP",7157,1.02353969744229e-09
"3831","CARE","1987","03","Capitol Reef NP",13319,1.76424597153613e-09
"3832","CARE","1987","04","Capitol Reef NP",43348,2.56322385538965e-09
"3833","CARE","1987","05","Capitol Reef NP",69238,2.92661250789195e-09
"3834","CARE","1987","06","Capitol Reef NP",50320,2.37970487759753e-09
"3835","CARE","1987","07","Capitol Reef NP",64005,2.91409851804758e-09
"3836","CARE","1987","08","Capitol Reef NP",65168,1.59921353937165e-09
"3837","CARE","1987","09","Capitol Reef NP",52959,1.56592294686675e-09
"3838","CARE","1987","10","Capitol Reef NP",42531,1.35379951693437e-09
"3839","CARE","1987","11","Capitol Reef NP",10794,1.00250985290984e-09
"3840","CARE","1987","12","Capitol Reef NP",5379,1.17806808752619e-09
"3841","CARE","1988","01","Capitol Reef NP",3363,9.66303925764578e-10
"3842","CARE","1988","02","Capitol Reef NP",8721,1.18098364421115e-09
"3843","CARE","1988","03","Capitol Reef NP",24483,1.56745894042132e-09
"3844","CARE","1988","04","Capitol Reef NP",36511,2.71589395417493e-09
"3845","CARE","1988","05","Capitol Reef NP",68157,3.04619951485563e-09
"3846","CARE","1988","06","Capitol Reef NP",61613,2.46469267217719e-09
"3847","CARE","1988","07","Capitol Reef NP",70362,2.0954473711754e-09
"3848","CARE","1988","08","Capitol Reef NP",61266,1.21584120549301e-09
"3849","CARE","1988","09","Capitol Reef NP",71125,1.55329116235947e-09
"3850","CARE","1988","10","Capitol Reef NP",45638,9.62078527955157e-10
"3851","CARE","1988","11","Capitol Reef NP",14319,1.4643353196675e-09
"3852","CARE","1988","12","Capitol Reef NP",3998,1.18706255936019e-09
"3853","CARE","1989","01","Capitol Reef NP",3905,1.12356246528833e-09
"3854","CARE","1989","02","Capitol Reef NP",6313,1.42312728268479e-09
"3855","CARE","1989","03","Capitol Reef NP",33690,2.15238227241343e-09
"3856","CARE","1989","04","Capitol Reef NP",47507,3.39497807644307e-09
"3857","CARE","1989","05","Capitol Reef NP",69315,4.42423742086362e-09
"3858","CARE","1989","06","Capitol Reef NP",67716,2.99957725324873e-09
"3859","CARE","1989","07","Capitol Reef NP",67597,2.79286682669522e-09
"3860","CARE","1989","08","Capitol Reef NP",75299,2.14720285995895e-09
"3861","CARE","1989","09","Capitol Reef NP",72531,1.74991110490907e-09
"3862","CARE","1989","10","Capitol Reef NP",45763,2.09488626445875e-09
"3863","CARE","1989","11","Capitol Reef NP",17246,1.43136080765771e-09
"3864","CARE","1989","12","Capitol Reef NP",8396,6.54917509113062e-10
"3865","CARE","1990","01","Capitol Reef NP",5527,8.80661266133842e-10
"3866","CARE","1990","02","Capitol Reef NP",5281,1.53755008724943e-09
"3867","CARE","1990","03","Capitol Reef NP",28549,1.95922433832152e-09
"3868","CARE","1990","04","Capitol Reef NP",67439,2.68472688524923e-09
"3869","CARE","1990","05","Capitol Reef NP",81670,4.06560385357579e-09
"3870","CARE","1990","06","Capitol Reef NP",74465,3.30316818342169e-09
"3871","CARE","1990","07","Capitol Reef NP",65649,2.3676567373343e-09
"3872","CARE","1990","08","Capitol Reef NP",78935,1.86258952705742e-09
"3873","CARE","1990","09","Capitol Reef NP",73289,9.63924384755899e-10
"3874","CARE","1990","10","Capitol Reef NP",54299,1.38849942654673e-09
"3875","CARE","1990","11","Capitol Reef NP",18645,1.40120959279955e-09
"3876","CARE","1990","12","Capitol Reef NP",8729,1.18507403890078e-09
"3877","CARE","1991","01","Capitol Reef NP",5685,5.92925042397496e-10
"3878","CARE","1991","02","Capitol Reef NP",10255,9.91765003455214e-10
"3879","CARE","1991","03","Capitol Reef NP",28511,2.27197261004619e-09
"3880","CARE","1991","04","Capitol Reef NP",44605,3.12099479593542e-09
"3881","CARE","1991","05","Capitol Reef NP",86038,4.53032988900759e-09
"3882","CARE","1991","06","Capitol Reef NP",81796,4.11862277616137e-09
"3883","CARE","1991","07","Capitol Reef NP",94390,2.2724147008546e-09
"3884","CARE","1991","08","Capitol Reef NP",83101,1.51221324351525e-09
"3885","CARE","1991","09","Capitol Reef NP",94876,1.09772457790314e-09
"3886","CARE","1991","10","Capitol Reef NP",63409,1.00922536994119e-09
"3887","CARE","1991","11","Capitol Reef NP",15502,7.97273969066481e-10
"3888","CARE","1991","12","Capitol Reef NP",9888,6.43025077629034e-10
"3889","CARE","1992","01","Capitol Reef NP",8277,4.25243174007051e-10
"3890","CARE","1992","02","Capitol Reef NP",10539,4.51360948616752e-10
"3891","CARE","1992","03","Capitol Reef NP",26201,8.34647795322496e-10
"3892","CARE","1992","04","Capitol Reef NP",66628,1.14972131814994e-09
"3893","CARE","1992","05","Capitol Reef NP",84393,1.56881008184229e-09
"3894","CARE","1992","06","Capitol Reef NP",86740,2.10864770089358e-09
"3895","CARE","1992","07","Capitol Reef NP",92154,1.85749771119958e-09
"3896","CARE","1992","08","Capitol Reef NP",99772,1.30569366429967e-09
"3897","CARE","1992","09","Capitol Reef NP",95637,1.22805388080849e-09
"3898","CARE","1992","10","Capitol Reef NP",73195,9.38355837476479e-10
"3899","CARE","1992","11","Capitol Reef NP",16246,6.37178865225962e-10
"3900","CARE","1992","12","Capitol Reef NP",16055,8.7500573453525e-10
"3901","CARE","1993","01","Capitol Reef NP",4872,4.27048924001028e-10
"3902","CARE","1993","02","Capitol Reef NP",5744,2.70203581731465e-10
"3903","CARE","1993","03","Capitol Reef NP",20203,1.04536790335175e-09
"3904","CARE","1993","04","Capitol Reef NP",53187,1.90145410527975e-09
"3905","CARE","1993","05","Capitol Reef NP",80006,2.62857091648527e-09
"3906","CARE","1993","06","Capitol Reef NP",80186,2.34169439394805e-09
"3907","CARE","1993","07","Capitol Reef NP",88387,2.974720691995e-09
"3908","CARE","1993","08","Capitol Reef NP",92526,1.65399005602751e-09
"3909","CARE","1993","09","Capitol Reef NP",102782,1.3637418971868e-09
"3910","CARE","1993","10","Capitol Reef NP",61880,1.21723109369754e-09
"3911","CARE","1993","11","Capitol Reef NP",14396,1.27705879204854e-09
"3912","CARE","1993","12","Capitol Reef NP",6538,9.84852310814688e-10
"3913","CARE","1994","01","Capitol Reef NP",16615,5.80036407793472e-10
"3914","CARE","1994","02","Capitol Reef NP",21013,1.29971766682502e-09
"3915","CARE","1994","03","Capitol Reef NP",37144,1.74508896222392e-09
"3916","CARE","1994","04","Capitol Reef NP",41541,2.29606156310069e-09
"3917","CARE","1994","05","Capitol Reef NP",87306,3.02889735515066e-09
"3918","CARE","1994","06","Capitol Reef NP",76720,2.7577584660321e-09
"3919","CARE","1994","07","Capitol Reef NP",74137,2.14028794687238e-09
"3920","CARE","1994","08","Capitol Reef NP",81234,2.10366835062814e-09
"3921","CARE","1994","09","Capitol Reef NP",89958,1.59238500163639e-09
"3922","CARE","1994","10","Capitol Reef NP",56265,1.18385068414995e-09
"3923","CARE","1994","11","Capitol Reef NP",11971,1.37065425676042e-09
"3924","CARE","1994","12","Capitol Reef NP",11420,6.42560837871287e-10
"3925","CARE","1995","01","Capitol Reef NP",8294,5.57231982778461e-10
"3926","CARE","1995","02","Capitol Reef NP",10981,7.5454875680947e-10
"3927","CARE","1995","03","Capitol Reef NP",25562,1.27145027839504e-09
"3928","CARE","1995","04","Capitol Reef NP",53834,2.86219981049385e-09
"3929","CARE","1995","05","Capitol Reef NP",83877,3.15584514076761e-09
"3930","CARE","1995","06","Capitol Reef NP",92784,3.26774962644549e-09
"3931","CARE","1995","07","Capitol Reef NP",87579,2.19252371813639e-09
"3932","CARE","1995","08","Capitol Reef NP",91475,2.30759589214813e-09
"3933","CARE","1995","09","Capitol Reef NP",100508,1.83805648479307e-09
"3934","CARE","1995","10","Capitol Reef NP",66806,1.81588577508052e-09
"3935","CARE","1995","11","Capitol Reef NP",17876,1.28031840684883e-09
"3936","CARE","1995","12","Capitol Reef NP",9288,7.95994103963693e-10
"3937","CARE","1996","01","Capitol Reef NP",7305,9.35052257844404e-10
"3938","CARE","1996","02","Capitol Reef NP",11295,1.29943034110624e-09
"3939","CARE","1996","03","Capitol Reef NP",29238,2.17245399447563e-09
"3940","CARE","1996","04","Capitol Reef NP",63221,2.44244313662989e-09
"3941","CARE","1996","05","Capitol Reef NP",84665,5.00560259908411e-09
"3942","CARE","1996","06","Capitol Reef NP",85070,3.45494344244912e-09
"3943","CARE","1996","07","Capitol Reef NP",92551,2.90103296940458e-09
"3944","CARE","1996","08","Capitol Reef NP",91483,2.25872032189045e-09
"3945","CARE","1996","09","Capitol Reef NP",114578,1.94502458583656e-09
"3946","CARE","1996","10","Capitol Reef NP",70778,1.5468768488347e-09
"3947","CARE","1996","11","Capitol Reef NP",18281,1.14797948924661e-09
"3948","CARE","1996","12","Capitol Reef NP",9547,1.08385078689821e-09
"3949","CARE","1997","01","Capitol Reef NP",7723,8.91113793866083e-10
"3950","CARE","1997","02","Capitol Reef NP",10713,8.48177972301301e-10
"3951","CARE","1997","03","Capitol Reef NP",45192,2.38707320576736e-09
